1,0
2,33
3,66
4,100
5,133
6,166
7,200
8,233
9,266
10,300
11,333
12,367
13,400
14,433
15,467
16,500
17,533
18,567
19,600
20,634
21,667
22,700
23,734
24,767
25,800
26,834
27,867
28,900
29,934
30,967
31,1001
32,1034
33,1067
34,1101
35,1134
36,1167
37,1201
38,1234
39,1268
40,1301
41,1334
42,1368
43,1401
44,1434
45,1468
46,1501
47,1535
48,1568
49,1601
50,1635
51,1668
52,1701
53,1735
54,1768
55,1801
56,1835
57,1868
58,1902
59,1935
60,1968
61,2002
62,2035
63,2068
64,2102
65,2135
66,2169
67,2202
68,2235
69,2269
70,2302
71,2335
72,2369
73,2402
74,2435
75,2469
76,2502
77,2536
78,2569
79,2602
80,2636
81,2669
82,2702
83,2736
84,2769
85,2803
86,2836
87,2869
88,2903
89,2936
90,2969
91,3003
92,3036
93,3069
94,3103
95,3136
96,3170
97,3203
98,3236
99,3270
100,3303
101,3336
102,3370
103,3403
104,3437
105,3470
106,3503
107,3537
108,3570
109,3603
110,3637
111,3671
112,3705
113,3739
114,3773
115,3807
116,3841
117,3875
118,3909
119,3943
120,3977
121,4011
122,4045
123,4079
124,4113
125,4147
126,4181
127,4215
128,4249
129,4283
130,4317
131,4351
132,4385
133,4419
134,4453
135,4487
136,4521
137,4555
138,4589
139,4623
140,4657
141,4691
142,4725
143,4759
144,4793
145,4827
146,4861
147,4895
148,4929
149,4963
150,4997
151,5031
152,5065
153,5099
154,5133
155,5167
156,5201
157,5235
158,5269
159,5303
160,5337
161,5371
162,5405
163,5439
164,5473
165,5507
166,5541
167,5575
168,5609
169,5643
170,5677
171,5711
172,5745
173,5779
174,5813
175,5847
176,5881
177,5915
178,5949
179,5983
180,6017
181,6051
182,6085
183,6119
184,6153
185,6187
186,6221
187,6255
188,6289
189,6323
190,6357
191,6391
192,6425
193,6459
194,6493
195,6527
196,6561
197,6595
198,6629
199,6663
200,6697
201,6731
202,6765
203,6799
204,6833
205,6867
206,6901
207,6935
208,6969
209,7003
210,7037
211,7071
212,7105
213,7139
214,7173
215,7207
216,7241
217,7275
218,7309
219,7343
220,7377
221,7411
222,7445
223,7479
224,7513
225,7547
226,7581
227,7615
228,7649
229,7683
230,7717
231,7751
232,7785
233,7819
234,7853
235,7887
236,7921
237,7955
238,7989
239,8023
240,8057
241,8091
242,8125
243,8159
244,8193
245,8227
246,8261
247,8295
248,8329
249,8363
250,8397
251,8431
252,8465
253,8499
254,8533
255,8567
256,8601
257,8635
258,8669
259,8703
260,8737
261,8771
262,8805
263,8839
264,8873
265,8907
266,8941
267,8975
268,9009
269,9043
270,9077
271,9111
272,9145
273,9179
274,9213
275,9247
276,9281
277,9315
278,9349
279,9383
280,9417
281,9451
282,9485
283,9519
284,9553
285,9587
286,9621
287,9655
288,9689
289,9723
290,9757
291,9791
292,9825
293,9859
294,9893
295,9927
296,9961
297,9995
298,10029
299,10063
300,10097
301,10131
302,10165
303,10199
304,10233
305,10267
306,10301
307,10335
308,10369
309,10403
310,10437
311,10471
312,10505
313,10539
314,10573
315,10607
316,10641
317,10675
318,10709
319,10743
320,10777
321,10811
322,10845
323,10879
324,10913
325,10947
326,10981
327,11015
328,11049
329,11083
330,11117
331,11151
332,11185
333,11219
334,11253
335,11287
336,11321
337,11355
338,11389
339,11423
340,11457
341,11491
342,11525
343,11559
344,11593
345,11627
