1,0
2,30
3,70
4,106
5,136
6,170
7,207
8,236
9,268
10,306
11,336
12,369
13,406
14,436
15,469
16,506
17,536
18,570
19,606
20,636
21,669
22,707
23,737
24,776
25,806
26,836
27,876
28,906
29,936
30,976
31,1005
32,1036
33,1076
34,1106
35,1137
36,1177
37,1206
38,1237
39,1276
40,1305
41,1337
42,1376
43,1407
44,1438
45,1476
46,1505
47,1536
48,1576
49,1606
50,1636
51,1676
52,1708
53,1737
54,1776
55,1806
56,1836
57,1876
58,1908
59,1935
60,1976
61,2005
62,2036
63,2076
64,2106
65,2136
66,2176
67,2206
68,2236
69,2277
70,2307
71,2337
72,2378
73,2407
74,2437
75,2479
76,2507
77,2536
78,2579
79,2606
80,2637
81,2676
82,2707
83,2737
84,2777
85,2806
86,2837
87,2877
88,2907
89,2937
90,2977
91,3007
92,3037
93,3076
94,3107
95,3137
96,3177
97,3206
98,3238
99,3276
100,3307
101,3337
102,3377
103,3408
104,3437
105,3476
106,3506
107,3537
108,3577
109,3608
110,3637
111,3677
112,3707
113,3738
114,3777
115,3806
116,3847
117,3876
118,3906
119,3947
120,3976
121,4007
122,4050
123,4077
124,4107
125,4147
126,4176
127,4207
128,4247
129,4277
130,4307
131,4347
132,4377
133,4407
134,4447
135,4477
136,4508
137,4546
138,4577
139,4606
140,4646
141,4676
142,4707
143,4747
144,4777
145,4806
146,4846
147,4878
148,4906
149,4947
150,4977
151,5006
152,5047
153,5078
154,5107
155,5147
156,5176
157,5207
158,5247
159,5277
160,5307
161,5348
162,5376
163,5406
164,5446
165,5476
166,5507
167,5548
168,5576
169,5607
170,5647
171,5676
172,5706
173,5747
174,5776
175,5807
176,5846
177,5880
178,5907
179,5947
180,5976
181,6006
182,6046
183,6076
184,6107
185,6146
186,6176
187,6207
188,6247
189,6277
190,6308
191,6346
192,6377
193,6407
194,6447
195,6477
196,6506
197,6546
198,6576
199,6606
200,6647
201,6676
202,6707
203,6746
204,6776
205,6808
206,6846
207,6876
208,6916
209,6948
210,6976
211,7016
212,7046
213,7077
214,7116
215,7146
216,7176
217,7216
218,7247
219,7278
220,7316
221,7347
222,7377
223,7419
224,7447
225,7477
226,7516
227,7546
228,7578
229,7617
230,7646
231,7678
232,7716
233,7746
234,7776
235,7816
236,7847
237,7876
238,7917
239,7948
240,7976
241,8016
242,8047
243,8076
244,8116
245,8148
246,8176
247,8216
248,8248
249,8276
250,8316
251,8346
252,8376
253,8417
254,8446
255,8476
256,8517
257,8546
258,8577
259,8617
260,8646
261,8676
262,8716
263,8747
264,8776
265,8819
266,8846
267,8876
268,8917
269,8946
270,8976
271,9016
272,9046
273,9076
274,9116
275,9146
