1,0
2,33
3,67
4,100
5,133
6,166
7,200
8,233
9,266
10,300
11,333
12,367
13,400
14,433
15,467
16,500
17,533
18,567
19,600
20,634
21,667
22,700
23,734
24,767
25,800
26,834
27,867
28,900
29,934
30,967
31,1001
32,1034
33,1067
34,1101
35,1134
36,1167
37,1201
38,1234
39,1268
40,1301
41,1334
42,1368
43,1401
44,1434
45,1468
46,1501
47,1535
48,1568
49,1601
50,1635
51,1668
52,1701
53,1735
54,1768
55,1801
56,1835
57,1868
58,1902
59,1935
60,1968
61,2002
62,2035
63,2068
64,2102
65,2135
66,2169
67,2202
68,2235
69,2269
70,2302
