1,0
2,28
3,59
4,100
5,127
6,158
7,199
8,227
9,257
10,298
11,327
12,357
13,397
14,427
15,457
16,497
17,527
18,558
19,597
20,627
21,657
22,697
23,727
24,757
25,797
26,827
27,857
28,897
29,929
30,958
31,997
32,1027
33,1057
34,1097
35,1127
36,1158
37,1197
38,1228
39,1259
40,1297
41,1327
42,1358
43,1397
44,1427
45,1467
46,1497
47,1527
48,1568
49,1597
50,1627
51,1667
52,1697
53,1727
54,1767
55,1797
56,1827
57,1867
58,1897
59,1928
60,1967
61,1997
62,2027
63,2068
64,2097
65,2127
66,2167
67,2197
68,2227
69,2267
70,2297
71,2327
72,2368
73,2398
74,2429
75,2467
76,2497
77,2527
78,2567
79,2597
80,2627
81,2667
82,2698
83,2727
84,2767
85,2797
86,2827
87,2868
88,2897
89,2928
90,2967
91,2999
92,3027
93,3067
94,3097
95,3127
96,3167
97,3197
98,3227
99,3269
100,3297
101,3327
102,3368
103,3397
104,3427
105,3469
106,3497
107,3527
108,3567
109,3597
110,3627
111,3667
112,3697
113,3727
114,3768
115,3797
116,3827
117,3867
118,3898
119,3927
120,3967
121,3997
122,4027
123,4067
124,4098
125,4127
126,4167
127,4197
128,4227
129,4268
130,4297
131,4327
132,4367
133,4397
134,4427
135,4467
136,4497
137,4528
138,4567
139,4597
140,4627
141,4667
142,4697
143,4727
144,4768
145,4797
146,4828
147,4867
148,4897
149,4927
150,4968
151,4997
152,5028
153,5067
154,5097
155,5127
156,5167
157,5198
158,5227
159,5267
160,5298
161,5327
162,5367
163,5397
164,5427
165,5467
166,5497
167,5527
168,5567
169,5597
170,5627
171,5667
172,5697
173,5727
174,5768
175,5798
176,5827
177,5867
178,5897
179,5927
180,5969
181,5998
182,6027
183,6067
184,6097
185,6127
186,6167
187,6197
188,6227
189,6268
190,6297
191,6327
192,6367
193,6397
194,6427
195,6468
196,6497
197,6528
198,6567
199,6597
200,6627
201,6668
202,6697
203,6727
204,6767
205,6797
206,6827
207,6867
208,6896
209,6927
210,6967
211,6997
212,7027
213,7067
214,7096
215,7127
216,7167
217,7197
218,7227
219,7267
220,7297
221,7327
222,7367
223,7396
224,7427
225,7467
226,7497
227,7527
228,7567
229,7597
230,7629
231,7668
232,7697
233,7727
234,7767
235,7797
236,7827
237,7867
238,7897
239,7927
240,7967
241,7999
242,8027
243,8067
244,8098
245,8127
246,8168
247,8197
248,8227
249,8267
250,8296
251,8327
252,8368
253,8397
254,8427
255,8468
256,8496
257,8528
258,8568
259,8596
260,8627
261,8668
262,8697
263,8727
264,8767
265,8797
266,8827
267,8868
268,8898
269,8927
270,8967
271,8997
272,9027
273,9066
274,9097
275,9127
276,9167
277,9197
278,9227
279,9267
280,9297
