1,0
2,32
3,63
4,94
5,125
6,172
7,203
8,234
9,266
10,297
11,328
12,375
13,406
14,437
15,468
16,500
17,531
18,578
19,593
20,624
21,671
22,702
23,734
24,765
25,796
26,827
27,874
28,905
29,936
30,968
31,999
32,1030
33,1077
34,1108
35,1124
36,1170
37,1202
38,1233
39,1264
40,1295
41,1326
42,1373
43,1404
44,1436
45,1467
46,1498
47,1545
48,1576
49,1607
50,1638
51,1670
52,1701
53,1748
54,1763
55,1794
56,1841
57,1872
58,1904
59,1935
60,1966
61,1997
62,2044
63,2075
64,2106
65,2138
66,2169
67,2200
68,2247
69,2278
70,2294
71,2340
72,2372
73,2403
74,2434
75,2465
76,2496
77,2543
78,2574
79,2606
80,2637
81,2668
82,2699
83,2746
84,2777
85,2793
86,2840
87,2871
88,2902
89,2933
90,2964
91,2996
92,3042
93,3074
94,3105
95,3136
96,3167
97,3198
98,3245
99,3276
100,3308
101,3339
102,3370
103,3401
104,3448
105,3464
106,3495
107,3542
108,3573
109,3604
110,3635
111,3666
112,3698
113,3744
114,3776
115,3807
116,3838
117,3869
118,3900
119,3947
120,3963
121,3994
122,4041
123,4072
124,4103
125,4134
126,4166
127,4197
128,4244
129,4275
130,4306
131,4337
132,4368
133,4400
134,4446
135,4478
136,4493
137,4540
138,4571
139,4602
140,4634
141,4665
142,4696
143,4743
144,4774
145,4805
146,4836
147,4868
148,4899
149,4946
150,4977
151,5008
152,5039
153,5070
154,5102
155,5133
156,5164
157,5195
158,5242
159,5273
160,5304
161,5336
162,5367
163,5398
164,5445
165,5476
166,5507
167,5538
168,5570
169,5601
170,5648
171,5663
172,5694
173,5741
174,5772
175,5804
176,5835
177,5866
178,5897
179,5944
180,5975
181,6006
182,6038
183,6069
184,6100
185,6147
186,6178
187,6194
188,6240
189,6272
190,6303
191,6334
192,6365
193,6396
194,6443
195,6474
196,6506
197,6537
198,6568
199,6599
200,6646
201,6677
202,6693
203,6740
204,6771
205,6802
206,6833
207,6864
208,6896
209,6942
210,6974
211,7005
212,7036
213,7067
214,7098
215,7145
216,7176
217,7208
218,7239
219,7270
220,7301
221,7332
222,7364
223,7395
224,7442
225,7473
226,7504
227,7535
228,7566
229,7598
230,7644
231,7676
232,7707
233,7738
234,7769
235,7800
236,7847
237,7863
238,7894
239,7941
240,7972
241,8003
242,8034
243,8066
244,8097
245,8144
246,8175
247,8206
248,8237
249,8268
250,8300
251,8346
252,8378
253,8393
254,8440
255,8471
256,8502
257,8534
258,8565
259,8596
260,8643
261,8674
262,8705
263,8736
264,8768
265,8799
266,8846
267,8877
268,8892
269,8939
270,8970
271,9002
272,9033
273,9064
274,9095
275,9142
276,9173
277,9204
278,9236
279,9267
280,9298
281,9345
282,9376
283,9407
284,9438
285,9470
286,9501
287,9548
288,9563
289,9594
290,9641
291,9672
292,9704
293,9735
294,9766
295,9797
296,9844
297,9875
298,9906
299,9938
300,9969
